p10_2,p4_1,niv,gra,p4_15,p8_5,p9_9,p11_6_08,p11_6_11,p11_4_3,p11_4_5,p11_8_1,p10_1_3,p10_1_5,pd4_10_8,p12_4_3,p12_3_1,p12_3_2
2,62,2,6,4.0,,,2,2,,,,2,2,1,2,4,4
2,60,1,1,2.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,15,3,3,3.0,,,1,2,,,2.0,2,2,1,1,4,4
2,30,2,6,1.0,,,2,2,2.0,2.0,2.0,2,1,1,1,3,4
2,23,6,3,,,,2,2,,,,2,2,1,1,4,5
2,20,3,3,5.0,,,2,2,,,,2,2,1,1,1,4
1,15,3,3,,2.0,,2,2,2.0,2.0,,1,1,1,3,4,5
1,38,3,3,1.0,,,2,2,,,,1,2,1,1,4,4
2,33,6,3,,,,2,2,,,2.0,2,2,1,1,4,5
1,67,8,5,5.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,56,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
1,57,6,3,1.0,,,2,2,2.0,1.0,,2,2,2,1,4,4
2,36,6,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,31,8,3,1.0,,,2,2,1.0,2.0,2.0,1,1,1,1,2,2
2,28,6,3,,,,2,2,,,,2,2,1,1,1,5
2,54,2,6,,,,2,2,2.0,2.0,2.0,2,1,2,1,4,5
2,35,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,24,5,3,,,,2,2,,,,2,2,1,1,2,2
2,32,6,3,1.0,,,2,2,2.0,1.0,,2,2,1,1,1,3
2,22,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,36,3,3,5.0,,,2,2,,,,2,2,3,1,4,4
2,35,6,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,23,10,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,25,3,3,,,,2,2,,,,2,1,1,1,1,1
2,36,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,2,4,4
2,33,3,3,,,,2,2,,,,2,2,1,1,3,5
2,46,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,61,6,3,3.0,,,2,2,,,,1,1,1,3,4,5
2,45,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,58,0,0,1.0,,,2,2,2.0,2.0,2.0,1,1,1,1,4,4
2,61,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,40,5,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,1,4
2,68,2,6,,,,2,2,,,,2,2,1,1,4,5
2,33,8,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,1
2,44,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,66,2,2,,,,2,2,,,,1,2,1,1,1,5
2,20,6,3,3.0,,,2,2,,,,2,1,1,1,2,1
2,59,10,3,4.0,,,2,2,,,,2,2,1,1,5,5
2,65,0,0,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,49,6,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,3,2
2,54,6,3,5.0,,,2,2,,,,2,1,1,1,4,4
2,30,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,3
2,80,0,0,,,,2,2,,,,1,1,1,1,4,5
2,31,6,3,1.0,,,2,2,,,,2,2,1,1,4,4
2,31,3,3,1.0,,,2,2,,,,1,2,1,1,3,4
2,41,2,6,,,,2,2,,,,1,1,2,1,2,5
2,49,2,3,5.0,,,2,2,,,,1,1,1,1,3,3
2,24,6,3,,,,2,2,2.0,2.0,,2,2,1,1,3,5
2,50,6,3,5.0,,,2,2,,,,1,1,1,3,3,3
2,35,6,3,1.0,,,2,2,,,,2,2,1,1,2,2
2,44,8,5,,,,2,2,,,,2,2,1,1,2,5
2,16,3,3,,,,2,2,,,,1,1,1,2,2,3
2,42,10,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,30,3,3,1.0,,,2,2,,,,2,2,1,1,2,4
2,40,3,2,1.0,,,2,2,2.0,2.0,,1,1,1,1,1,1
1,25,6,3,1.0,,,2,2,,,,1,1,1,4,4,4
2,59,2,6,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,43,2,6,5.0,,,2,2,,,,2,2,1,1,3,3
2,46,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,56,2,3,,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,60,0,0,,,,2,2,,,2.0,2,2,1,1,4,4
1,61,2,3,3.0,,,2,2,2.0,2.0,2.0,2,2,1,2,4,4
2,58,2,6,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,2
2,21,8,1,1.0,2.0,,2,2,,,,2,2,1,1,4,4
1,15,2,6,3.0,2.0,,1,2,2.0,2.0,,1,1,1,1,2,1
1,51,3,3,5.0,,,2,2,,,,1,1,1,1,2,4
2,74,3,3,,,,2,2,,,,2,2,1,1,4,5
2,34,6,3,5.0,,,2,2,,,,2,2,1,1,3,3
1,81,2,6,,,,2,2,,,2.0,1,2,1,1,3,5
2,77,0,0,,,,2,2,,,,1,2,1,3,4,5
2,50,3,3,,,,2,2,,,,2,2,1,1,3,5
2,50,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,73,7,3,,,,2,2,,,,2,2,1,1,2,5
2,19,6,3,1.0,,,2,2,,,,2,2,1,1,3,4
2,70,2,6,,,,2,2,,,,2,2,1,1,4,5
2,30,8,4,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,18,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,2,3
2,45,7,3,,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,32,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,27,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,2
2,37,8,4,4.0,,,2,2,2.0,2.0,,1,1,1,2,1,1
2,50,3,3,,,,2,2,,,,1,1,1,3,3,5
2,71,2,3,,,,2,2,,,,2,2,1,2,4,5
2,29,6,3,1.0,,,2,2,1.0,2.0,,1,1,1,2,4,2
2,44,6,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,39,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,17,6,3,1.0,2.0,,2,2,2.0,2.0,,2,2,1,1,2,1
2,67,10,2,,,,2,2,,,,2,1,1,1,2,5
2,61,2,6,5.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,35,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,4
2,52,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,2
2,56,8,2,,,,2,2,,,,2,2,1,2,2,2
2,58,8,4,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,19,8,2,,,,2,2,,,,2,1,1,1,4,2
2,83,2,6,,,,2,2,,,,1,1,1,1,4,5
2,35,10,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,1,3
2,68,2,6,,,,2,2,,,2.0,2,2,1,1,4,5
2,73,6,3,,,,2,2,,,,2,2,1,1,4,5
2,46,8,4,1.0,,,2,2,1.0,2.0,2.0,2,1,1,2,1,1
2,29,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,70,3,3,,,,2,2,,,,2,2,1,1,4,5
2,49,5,2,1.0,2.0,,2,2,2.0,2.0,2.0,2,2,2,2,2,2
2,35,8,3,1.0,,,2,2,3.0,2.0,,1,2,1,1,4,1
1,45,3,3,5.0,,,2,2,2.0,1.0,,1,1,1,1,4,4
2,73,2,3,,,,2,2,,,,1,2,1,1,4,5
2,53,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
1,19,3,3,5.0,,,2,2,2.0,2.0,,1,1,1,1,3,3
2,52,7,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,39,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,28,5,2,,,,2,2,,,,2,2,1,3,3,5
2,42,6,3,,,,2,2,,,,2,1,1,1,2,5
2,28,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,29,10,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,64,2,6,,,,2,2,,,,2,2,1,1,3,5
1,46,8,5,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,1
2,49,10,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,70,3,3,,,,2,2,,,,1,1,1,1,2,5
2,21,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,71,3,3,,,,2,2,,,,1,2,1,1,4,4
2,77,3,3,,,,2,2,,,2.0,1,1,1,1,4,5
2,61,10,2,,,,2,2,,,,2,2,1,1,3,5
2,86,2,6,,,,2,2,,,,2,1,2,1,3,5
2,54,5,3,,,,2,2,,,,2,2,1,1,3,5
2,65,8,4,,,,2,2,,,,2,2,1,2,4,5
2,58,10,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
1,17,6,2,,,,1,2,,,,2,2,1,1,4,1
2,56,3,3,,,,2,2,,,,1,1,2,1,3,5
2,65,8,4,,,,2,2,,,,2,1,1,1,4,5
2,76,8,5,,,,2,2,,,,2,2,1,1,3,5
2,38,8,5,5.0,,,2,2,1.0,1.0,,1,2,1,1,1,3
2,70,8,4,,,,2,2,,,,2,1,1,4,1,5
2,56,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,3,4,4
2,64,8,4,,,,2,2,,,,2,2,1,1,4,4
2,76,2,6,,,,2,2,,,,2,2,1,1,2,5
1,62,5,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,1,2
2,27,8,3,,,,2,2,,,,2,2,1,1,3,5
2,73,5,2,,,,2,2,,,,2,2,1,1,3,5
2,63,8,4,,,,2,2,,,,1,1,1,1,3,5
2,63,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,50,3,3,,,,2,2,,,,1,2,1,1,4,5
2,80,2,1,,,,2,2,,,,1,1,1,1,1,5
2,52,7,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,64,8,5,3.0,,,2,2,,,,1,1,1,1,3,4
2,18,8,1,,,,2,2,,,,2,1,1,1,2,1
2,61,5,1,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,4
2,62,5,3,,,,2,2,,,,2,1,1,1,4,5
2,19,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,1,4
2,54,8,4,,,,2,2,,,,2,2,1,1,3,5
2,23,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,41,8,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,49,2,6,4.0,,,2,2,2.0,2.0,,1,2,1,1,2,2
2,59,5,3,,,,2,2,,,2.0,2,1,1,1,3,5
2,37,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,3
2,63,2,6,,,,2,2,,,,2,2,1,1,4,5
1,32,6,3,,,,2,2,2.0,2.0,,1,1,1,2,1,4
2,47,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,37,3,3,1.0,,,2,2,3.0,3.0,,2,2,1,2,3,3
2,59,2,6,,,,2,2,,,,1,2,1,1,4,5
2,44,6,3,5.0,,,2,2,,,,1,1,1,1,3,4
2,52,3,3,5.0,,,2,2,2.0,2.0,,1,2,1,2,4,4
2,16,6,1,,,,2,2,2.0,2.0,,2,2,1,1,2,1
2,59,6,3,,,,2,2,,,,2,1,1,1,4,5
2,41,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,4
2,64,8,5,,,,2,2,,,,1,1,1,1,3,5
1,78,0,0,,,,2,2,,,2.0,1,1,1,1,1,5
1,71,8,3,,,,2,2,,,,2,2,1,1,4,5
2,68,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,15,6,1,3.0,,,2,2,2.0,2.0,,2,1,1,3,3,2
2,18,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
1,18,6,3,1.0,,,2,2,3.0,3.0,,1,1,1,2,3,4
2,57,8,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,23,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,56,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,3
2,36,8,2,5.0,,,2,2,,,,2,1,1,1,4,4
2,18,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,64,2,3,1.0,,,1,2,1.0,1.0,2.0,1,1,1,3,3,3
2,56,6,3,,,,2,2,2.0,2.0,,2,1,1,1,2,5
1,17,6,2,,1.0,,2,2,,,2.0,1,1,2,2,3,4
2,20,8,1,,,,2,2,,,,2,1,1,1,2,2
2,38,6,1,4.0,,,2,2,2.0,2.0,,2,2,1,1,1,3
1,24,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,2,3
2,35,8,5,,,,2,2,,,2.0,2,2,1,1,2,5
1,28,10,1,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,2
2,28,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,24,7,3,,,,2,2,,,,2,2,1,2,4,4
1,47,3,3,,,,2,2,1.0,2.0,,1,1,1,1,1,5
2,24,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,24,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,33,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,4
2,54,2,1,1.0,,,2,2,2.0,2.0,,2,2,1,4,4,4
2,49,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,44,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,30,6,3,1.0,,,2,2,1.0,2.0,,2,2,1,1,2,4
2,60,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,46,8,5,1.0,,,2,2,1.0,2.0,,1,2,1,2,3,3
2,51,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,59,3,3,,,,2,2,,,,2,1,1,1,4,5
2,27,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,69,5,3,4.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,56,4,2,,,,2,2,,,,2,2,1,1,4,5
2,59,2,3,5.0,,,2,2,2.0,2.0,,1,2,1,1,3,4
2,23,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,62,8,5,5.0,,,2,2,2.0,2.0,,1,1,1,2,4,2
2,74,3,3,,,,2,2,,,,1,2,1,1,3,5
2,54,6,3,,,,2,2,,,,2,2,1,1,4,5
2,42,6,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,30,8,5,1.0,,,2,2,2.0,2.0,,1,2,1,1,2,2
2,55,5,3,1.0,,,2,2,2.0,1.0,,2,2,1,1,4,4
2,71,6,3,,,,2,2,,,,2,2,1,1,4,5
2,26,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,51,2,2,1.0,,,2,2,2.0,2.0,,1,2,1,1,1,1
2,53,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,71,2,3,,,,2,2,,,,2,1,2,1,3,5
2,44,6,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,50,7,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,1
2,35,5,3,5.0,,,2,2,1.0,2.0,,1,1,1,1,1,4
2,38,5,3,5.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,59,2,1,,,,2,2,,,,2,2,1,1,3,5
2,15,3,3,,,,2,2,,,,2,2,1,1,3,4
2,65,2,2,,,,2,2,,,2.0,1,2,1,1,4,5
2,31,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,57,2,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,34,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,2
2,28,8,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,3
2,19,3,3,,9.0,9.0,2,2,,,2.0,1,1,2,3,2,5
2,31,3,3,,,,2,2,,,,1,2,1,1,3,5
2,20,3,3,1.0,2.0,,2,2,2.0,2.0,,2,1,2,1,4,4
2,31,8,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,2
2,63,8,4,,,,2,2,,,,2,1,1,1,4,5
2,57,3,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,27,8,5,4.0,,,2,2,,,,2,1,1,1,3,4
2,41,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,3
2,36,6,3,,,,2,2,2.0,3.0,,2,2,1,1,2,3
2,36,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,30,8,3,1.0,,,2,2,1.0,2.0,,2,2,1,1,4,3
2,35,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,18,2,6,,,,2,2,,,,1,2,1,1,3,5
1,47,0,0,1.0,,,2,2,2.0,2.0,,1,1,1,4,4,3
2,42,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,68,2,6,,,,2,2,,,,1,1,1,3,4,5
2,31,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,55,5,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,48,8,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
1,47,2,6,1.0,,,1,2,1.0,2.0,,1,1,1,4,3,3
2,42,3,3,5.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,31,10,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,48,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,21,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,51,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,52,5,3,5.0,,,2,2,,,,2,2,1,1,4,4
2,30,6,3,,,,2,2,,,,2,2,1,1,4,5
2,18,6,3,,,,2,2,,,,2,2,1,1,2,1
2,49,8,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,52,2,6,,,,2,2,,,,2,2,1,1,1,5
1,33,8,4,,,,2,2,,,,1,1,1,1,4,5
2,33,7,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,30,8,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,3
2,27,6,3,,,,2,2,2.0,2.0,,1,1,1,1,2,4
2,25,8,4,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,3,2
2,31,8,1,3.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
1,39,8,5,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,31,10,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,47,2,6,5.0,,,2,2,2.0,1.0,,2,1,1,1,3,3
2,33,8,5,,,,2,2,2.0,2.0,,1,1,1,1,2,3
2,47,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,49,8,4,1.0,,,2,2,2.0,2.0,,1,2,1,1,3,3
2,36,10,2,4.0,,,2,2,2.0,2.0,,2,2,1,1,1,4
2,34,8,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,3,4
2,17,6,2,3.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,60,3,3,4.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,62,2,5,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,16,6,1,,,,2,2,,,,2,2,1,1,1,3
2,21,8,3,,,,2,2,2.0,2.0,,1,1,1,2,3,5
2,39,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,2,3,2
2,35,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,3,3,3
2,57,2,6,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,77,2,2,,,,2,2,,,,2,2,1,1,3,5
2,15,3,3,6.0,,,2,2,,,,2,2,1,1,4,5
2,82,2,4,,,,2,2,,,,2,2,1,3,4,5
2,58,2,6,1.0,,,2,2,2.0,2.0,2.0,2,2,1,3,4,4
1,22,7,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,1,2
2,30,6,3,1.0,2.0,,2,2,,,,2,2,1,1,2,2
2,27,3,2,3.0,,,2,2,2.0,2.0,,1,1,1,2,2,2
2,49,2,6,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,22,6,3,,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,74,2,1,,,,2,2,,,,2,2,1,1,3,5
2,37,3,1,3.0,,,2,2,,,,2,2,1,1,1,1
2,44,3,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,17,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,63,2,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,58,8,5,1.0,,,2,2,2.0,2.0,2.0,1,1,1,1,1,4
2,30,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,3
2,18,6,3,3.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,56,2,6,5.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,48,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,27,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,48,2,3,,,,2,2,,,2.0,2,2,1,1,1,5
2,35,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,3,4,4
2,59,3,3,3.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,20,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,22,8,4,3.0,,,2,2,1.0,2.0,,1,1,1,1,3,3
2,34,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,1,4
2,51,3,3,1.0,,,2,2,2.0,2.0,2.0,1,1,1,1,3,4
2,73,2,6,,,,2,2,,,,1,2,1,1,4,5
2,54,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,3
2,15,3,3,,,,2,2,,,,2,2,1,1,2,3
2,32,6,3,,,,2,2,,,2.0,2,2,1,1,1,5
1,48,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,3,3,3
2,19,6,3,1.0,,,2,2,,,,1,1,1,2,4,4
1,54,2,6,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
1,55,3,2,5.0,,,2,2,2.0,2.0,2.0,1,1,1,3,3,3
2,68,2,6,,,,2,2,,,,2,1,1,1,4,5
2,44,2,6,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,67,2,3,,,,2,2,,,,1,2,1,1,4,5
2,19,6,3,,,,1,2,2.0,2.0,,1,1,1,2,4,3
2,33,7,3,4.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,58,2,6,,,,2,2,,,2.0,1,1,1,1,4,5
2,43,6,1,5.0,,,2,2,,,,2,1,1,1,3,4
2,21,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,2,4,3
2,61,2,1,,,,2,2,,,,1,2,1,1,4,5
2,24,3,3,,,,2,2,,,2.0,2,2,1,1,2,5
2,42,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,84,2,3,,,,2,2,,,,2,2,1,1,4,5
2,56,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,40,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,59,2,6,,,,2,2,2.0,2.0,2.0,2,1,1,1,3,1
2,21,6,3,1.0,,,2,2,2.0,1.0,,2,2,1,1,3,3
2,29,6,3,,,,2,2,,,,2,1,1,1,1,5
2,32,6,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,47,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,4
2,45,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,4
2,54,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,25,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,28,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,4
2,45,6,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,46,5,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,1
2,23,8,3,,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,57,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,33,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,23,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,2,2,2
2,49,2,6,1.0,,,2,2,2.0,2.0,2.0,1,1,1,3,3,3
2,53,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,2,3
2,50,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,3,4,4
2,42,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,52,2,6,,,,2,2,,,,2,1,1,2,4,5
2,21,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,77,2,2,,,,2,2,,,,1,1,1,1,4,5
2,46,6,3,,,,2,2,,,,2,2,1,1,3,5
2,43,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,3,3
2,54,3,3,5.0,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,53,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,62,5,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,35,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,58,2,6,,,,2,2,2.0,2.0,2.0,1,1,1,1,4,4
2,31,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,50,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,2,2
2,24,6,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,35,3,3,,,,2,2,,,,2,1,1,1,2,5
2,57,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,39,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,55,6,1,4.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,33,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,31,5,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,18,8,1,6.0,,,2,2,,,,2,2,1,1,3,2
2,16,6,1,,2.0,,2,2,,,,1,1,1,1,2,2
2,72,2,3,,,,2,2,,,,2,2,1,1,4,5
2,57,5,3,,,,2,2,,,,2,2,1,1,4,5
2,63,2,6,5.0,,,2,2,2.0,2.0,2.0,2,2,2,1,4,4
2,24,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,24,8,1,,,,2,2,,,,2,2,1,1,3,4
2,72,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,5
2,63,8,4,4.0,,,2,2,2.0,2.0,,2,2,1,1,1,4
2,76,6,3,,,,2,2,,,,2,2,1,1,4,5
2,39,6,2,,,,2,2,,,,2,2,1,1,3,5
2,29,3,1,,,,2,2,,,2.0,2,2,1,4,3,5
2,65,3,3,,,,2,2,,,,2,2,1,1,4,5
2,51,10,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,17,6,3,,,,2,2,,,,2,2,1,1,2,2
2,35,2,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,24,8,2,,,,2,2,,,2.0,2,2,1,2,4,4
2,55,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,67,2,3,,,,2,2,,,2.0,2,2,1,1,4,5
2,50,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,32,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
